,Protein_Names,Sample_Name,Hits
56,ADT2_MOUSE,1135-MRL_12,349346.0
57,NFM_MOUSE,1135-MRL_12,19455000.0
58,DYHC1_MOUSE,1135-MRL_12,376967.0
59,AP2A2_MOUSE,1135-MRL_12,2699050.0
60,AT2A2_MOUSE,1135-MRL_12,274467.0
61,AP2S1_MOUSE,1135-MRL_12,126467.0
62,VDAC2_MOUSE,1135-MRL_12,73616.4
63,IF4H_MOUSE,1135-MRL_12,6901100.0
64,K2C79_MOUSE,1135-MRL_12,10169800.0
65,Q91VA7_MOUSE,1135-MRL_12,84861.6
66,MAP6_MOUSE,1135-MRL_12,2940650.0
67,DLG4-2_MOUSE;DLG4-3_MOUSE;DLG4_MOUSE,1135-MRL_12,2433570.0
68,RL27A_MOUSE,1135-MRL_12,808058.0
69,CN37_MOUSE,1135-MRL_12,578483.0
70,AP180-2_MOUSE;AP180-3_MOUSE;AP180_MOUSE,1135-MRL_12,254426.0
71,1433Z_MOUSE,1135-MRL_12,468226.0
72,RAB3A_MOUSE,1135-MRL_12,220857.0
73,PURA_MOUSE,1135-MRL_12,131220.0
74,SYN1_MOUSE,1135-MRL_12,121526.0
75,BIP_MOUSE,1135-MRL_12,219494.0
76,SYN2_MOUSE,1135-MRL_12,130768.0
77,MYO5A_MOUSE,1135-MRL_12,1359970.0
78,DYN1-6_MOUSE,1135-MRL_12,0.0
79,RL19_MOUSE,1135-MRL_12,799643.0
80,SERA_MOUSE,1135-MRL_12,213736.0
81,S4A4_MOUSE,1135-MRL_12,104987.0
82,RAB6A_MOUSE,1135-MRL_12,301111.0
83,GFAP_MOUSE,1135-MRL_12,5151900.0
84,RL10_MOUSE,1135-MRL_12,472084.0
85,ARF5_MOUSE,1135-MRL_12,43133.3
86,RTN1_MOUSE,1135-MRL_12,263585.0
87,EFTU_MOUSE,1135-MRL_12,439467.0
88,PCLO_MOUSE,1135-MRL_12,1345740.0
89,ARF2_MOUSE,1135-MRL_12,177816.0
90,RL8_MOUSE,1135-MRL_12,393236.0
91,RL23_MOUSE,1135-MRL_12,257863.0
92,PCCB_MOUSE,1135-MRL_12,3263880.0
93,RS27A_MOUSE,1135-MRL_12,1539310.0
94,GNA11_MOUSE,1135-MRL_12,219456.0
95,KCC2G_MOUSE,1135-MRL_12,767158.0
96,AP2A1-2_MOUSE;AP2A1_MOUSE,1135-MRL_12,0.0
97,UBE2N_MOUSE,1135-MRL_12,46103.4
98,DYN3_MOUSE,1135-MRL_12,0.0
99,Q3TE80_MOUSE,1135-MRL_12,0.0
100,DPYL2_MOUSE,1135-MRL_12,658585.0
101,GEPH_MOUSE,1135-MRL_12,243967.0
102,SUCB1_MOUSE,1135-MRL_12,93665.5
103,IF4A1_MOUSE,1135-MRL_12,226821.0
104,RS8_MOUSE,1135-MRL_12,1107790.0
105,EAA2-2_MOUSE;EAA2_MOUSE,1135-MRL_12,150900.0
106,AAK1-2_MOUSE;AAK1_MOUSE,1135-MRL_12,145099.0
107,GHC1_MOUSE,1135-MRL_12,272376.0
108,IDHG1_MOUSE,1135-MRL_12,0.0
109,RL6_MOUSE,1135-MRL_12,525828.0
110,HS90B_MOUSE,1135-MRL_12,290463.0
111,MAP1B_MOUSE,1135-MRL_12,848133.0
112,HNRPK-3_MOUSE,1135-MRL_12,114053.0
113,DNM1L_MOUSE,1135-MRL_12,79786.1
114,PCBP1_MOUSE,1135-MRL_12,0.0
115,PFKAM-2_MOUSE;PFKAM-3_MOUSE;PFKAM_MOUSE,1135-MRL_12,787563.0
116,ANS1B_MOUSE,1135-MRL_12,561520.0
117,KCC2D-5_MOUSE,1135-MRL_12,450528.0
118,ALBU_MOUSE,1135-MRL_12,7406140.0
119,VAT1_MOUSE,1135-MRL_12,0.0
120,RS6_MOUSE,1135-MRL_12,2813400.0
121,OPA1-2_MOUSE,1135-MRL_12,0.0
122,SFXN3_MOUSE,1135-MRL_12,0.0
123,GRP75_MOUSE,1135-MRL_12,558612.0
124,A3QM89_MOUSE;Q7M6W1_MOUSE,1135-MRL_12,40772.7
125,CMC1_MOUSE,1135-MRL_12,0.0
126,RS26_MOUSE,1135-MRL_12,919043.0
127,RAB10_MOUSE,1135-MRL_12,159102.0
128,ODO2_MOUSE,1135-MRL_12,144506.0
129,A0A571BDG0_MOUSE;A0A571BDG6_MOUSE;A0A571BG39_MOUSE,1135-MRL_12,1182850.0
130,SAM50_MOUSE,1135-MRL_12,116319.0
131,1433G_MOUSE,1135-MRL_12,246021.0
132,AT2B2_MOUSE,1135-MRL_12,215397.0
133,MIC19_MOUSE,1135-MRL_12,0.0
134,ARL8A_MOUSE,1135-MRL_12,0.0
135,NCDN_MOUSE,1135-MRL_12,55502.7
136,MTAP2_MOUSE,1135-MRL_12,2747190.0
137,VAPA_MOUSE,1135-MRL_12,0.0
138,RS3_MOUSE,1135-MRL_12,177638.0
139,MTCH2_MOUSE,1135-MRL_12,0.0
140,K1C42_MOUSE,1135-MRL_12,7354460.0
141,RL14_MOUSE,1135-MRL_12,134031.0
142,ANK2-2_MOUSE,1135-MRL_12,502176.0
143,DDX5_MOUSE,1135-MRL_12,401488.0
144,VDAC1-2_MOUSE;VDAC1_MOUSE,1135-MRL_12,127031.0
145,STX1B_MOUSE,1135-MRL_12,0.0
146,EWS_MOUSE,1135-MRL_12,0.0
147,SYGP1_MOUSE,1135-MRL_12,800254.0
148,FXR1-3_MOUSE;FXR1_MOUSE,1135-MRL_12,38928.8
149,ITSN1_MOUSE,1135-MRL_12,0.0
150,AT1A1_MOUSE,1135-MRL_12,203688.0
151,BSN_MOUSE,1135-MRL_12,609106.0
152,GLNA_MOUSE,1135-MRL_12,215166.0
153,VAPB_MOUSE,1135-MRL_12,0.0
154,GBB1_MOUSE,1135-MRL_12,103346.0
155,RL11_MOUSE,1135-MRL_12,0.0
156,MYPR_MOUSE,1135-MRL_12,1018780.0
157,KCRU_MOUSE,1135-MRL_12,26491.6
158,RS9_MOUSE,1135-MRL_12,336111.0
159,AT1A2_MOUSE,1135-MRL_12,159903.0
160,2AAA_MOUSE,1135-MRL_12,0.0
161,GPDM_MOUSE,1135-MRL_12,0.0
162,MP2K1_MOUSE,1135-MRL_12,0.0
163,ARL8B_MOUSE,1135-MRL_12,0.0
164,DENR_MOUSE,1135-MRL_12,0.0
165,RL18_MOUSE,1135-MRL_12,231531.0
166,SSDH_MOUSE,1135-MRL_12,0.0
167,TPPP_MOUSE,1135-MRL_12,223388.0
168,SH3G2_MOUSE,1135-MRL_12,105308.0
169,RTN3-2_MOUSE;RTN3_MOUSE,1135-MRL_12,391998.0
170,RL13_MOUSE,1135-MRL_12,233350.0
171,HXK1-3_MOUSE;HXK1-4_MOUSE;HXK1_MOUSE,1135-MRL_12,51591.3
172,RAB14_MOUSE,1135-MRL_12,921258.0
173,TKTL1_MOUSE,1135-MRL_12,741829.0
174,CLCA_MOUSE,1135-MRL_12,0.0
175,RL3_MOUSE,1135-MRL_12,0.0
176,RL4_MOUSE,1135-MRL_12,49741.6
177,K2C6A_MOUSE,1135-MRL_12,4202780.0
178,AT2B1_MOUSE,1135-MRL_12,117192.0
179,DIP2A_MOUSE,1135-MRL_12,5043990.0
180,EF1B_MOUSE,1135-MRL_12,133053.0
181,KPCG_MOUSE,1135-MRL_12,199972.0
182,Q68FG2_MOUSE,1135-MRL_12,414035.0
183,VDAC3_MOUSE,1135-MRL_12,96996.1
184,SC22B_MOUSE,1135-MRL_12,1220140.0
185,RTN4_MOUSE,1135-MRL_12,323958.0
186,SYNJ1_MOUSE,1135-MRL_12,80764.1
187,RUFY3-3_MOUSE,1135-MRL_12,99215.0
188,RL12_MOUSE,1135-MRL_12,0.0
189,PCBP2-3_MOUSE;PCBP2_MOUSE,1135-MRL_12,47936.9
190,PRDX5-2_MOUSE;PRDX5_MOUSE,1135-MRL_12,0.0
191,S12A5-2_MOUSE;S12A5_MOUSE,1135-MRL_12,85499.8
192,MGST3_MOUSE,1135-MRL_12,0.0
193,IQEC1-2_MOUSE;IQEC1_MOUSE,1135-MRL_12,675038.0
194,SNPH-2_MOUSE,1135-MRL_12,0.0
195,SRCN1_MOUSE,1135-MRL_12,635974.0
196,TOM70_MOUSE,1135-MRL_12,0.0
197,ABLM2_MOUSE,1135-MRL_12,480155.0
198,CTNA2-2_MOUSE;CTNA2-3_MOUSE,1135-MRL_12,118813.0
199,SNAB_MOUSE,1135-MRL_12,0.0
200,KIF2A-1_MOUSE;KIF2A_MOUSE,1135-MRL_12,136287.0
201,RL28_MOUSE,1135-MRL_12,133278.0
202,TBB2B_MOUSE,1135-MRL_12,242736.0
203,RHOA_MOUSE,1135-MRL_12,0.0
204,DLG2-2_MOUSE;DLG2-7_MOUSE;DLG2_MOUSE,1135-MRL_12,791952.0
205,GLSK_MOUSE,1135-MRL_12,0.0
206,A0A286YDL6_MOUSE,1135-MRL_12,264582.0
207,KTN1_MOUSE,1135-MRL_12,42604.2
208,PGRC1_MOUSE,1135-MRL_12,0.0
209,CLAP2_MOUSE,1135-MRL_12,115021.0
210,MK01_MOUSE,1135-MRL_12,0.0
211,CAND1_MOUSE,1135-MRL_12,0.0
212,CXA1_MOUSE,1135-MRL_12,462851.0
213,RAB18_MOUSE,1135-MRL_12,0.0
214,SFPQ_MOUSE,1135-MRL_12,171968.0
215,PP2BA_MOUSE,1135-MRL_12,162194.0
216,CDC42_MOUSE,1135-MRL_12,0.0
217,ACSL6-2_MOUSE;ACSL6_MOUSE,1135-MRL_12,0.0
218,ARGI1_MOUSE,1135-MRL_12,2543620.0
219,RL13A_MOUSE,1135-MRL_12,0.0
220,RS23_MOUSE,1135-MRL_12,3003920.0
221,RL17_MOUSE,1135-MRL_12,296074.0
222,Q792Z1_MOUSE,1135-MRL_12,2416830.0
223,RS16_MOUSE,1135-MRL_12,172759.0
224,MLF2_MOUSE,1135-MRL_12,217443.0
225,RL34_MOUSE,1135-MRL_12,206708.0
226,A8DUK4_MOUSE,1135-MRL_12,825930.0
227,EP15R_MOUSE,1135-MRL_12,0.0
228,RL18A_MOUSE,1135-MRL_12,106120.0
229,RS14_MOUSE,1135-MRL_12,222275.0
230,UB2V2_MOUSE,1135-MRL_12,0.0
231,AUXI_MOUSE,1135-MRL_12,44229.8
232,HOME1_MOUSE,1135-MRL_12,372105.0
233,PHF24_MOUSE,1135-MRL_12,0.0
234,RL15_MOUSE,1135-MRL_12,130320.0
235,S6A11_MOUSE,1135-MRL_12,0.0
236,ITPR1-2_MOUSE;ITPR1-4_MOUSE;ITPR1-6_MOUSE;ITPR1-8_MOUSE,1135-MRL_12,99080.6
237,M2OM_MOUSE,1135-MRL_12,0.0
238,ERLN2_MOUSE,1135-MRL_12,0.0
239,EID2_MOUSE,1135-MRL_12,388477.0
240,EF2_MOUSE,1135-MRL_12,421827.0
241,PRUN1_MOUSE,1135-MRL_12,0.0
242,RAB3C_MOUSE,1135-MRL_12,97788.1
243,GCC2_MOUSE,1135-MRL_12,7457780.0
244,K1C16_MOUSE,1135-MRL_12,4015040.0
245,MYH10_MOUSE,1135-MRL_12,685554.0
246,DYL2_MOUSE,1135-MRL_12,162204.0
247,GD1L1_MOUSE,1135-MRL_12,0.0
248,AP1B1_MOUSE,1135-MRL_12,0.0
249,CYFP2_MOUSE,1135-MRL_12,1549280.0
250,RS2_MOUSE,1135-MRL_12,96582.2
251,COF1_MOUSE,1135-MRL_12,304177.0
252,KAP0_MOUSE,1135-MRL_12,0.0
253,SEPT7_MOUSE,1135-MRL_12,126005.0
254,ACTN1_MOUSE,1135-MRL_12,188684.0
255,MGLL_MOUSE,1135-MRL_12,0.0
256,DEMA_MOUSE,1135-MRL_12,309188.0
257,PABP1_MOUSE,1135-MRL_12,59115.9
258,RS4X_MOUSE,1135-MRL_12,160404.0
259,BDH_MOUSE,1135-MRL_12,36801.5
260,RL36A_MOUSE,1135-MRL_12,1566540.0
261,MYL6-2_MOUSE;MYL6_MOUSE,1135-MRL_12,501790.0
262,ATLA1_MOUSE,1135-MRL_12,0.0
263,SYNPO_MOUSE,1135-MRL_12,68725.2
264,SEPT4-2_MOUSE;SEPT4_MOUSE,1135-MRL_12,246830.0
265,CAZA2_MOUSE,1135-MRL_12,213490.0
266,ATPO_MOUSE,1135-MRL_12,0.0
267,SNP25_MOUSE,1135-MRL_12,0.0
268,DDX3X_MOUSE,1135-MRL_12,206992.0
269,TM1L2_MOUSE,1135-MRL_12,0.0
270,SUCA_MOUSE,1135-MRL_12,85469.0
271,HNRPU-2_MOUSE;HNRPU_MOUSE,1135-MRL_12,202660.0
272,EF1G_MOUSE,1135-MRL_12,125503.0
273,LSME1-2_MOUSE;LSME1_MOUSE,1135-MRL_12,0.0
274,UBC12_MOUSE,1135-MRL_12,0.0
275,RS11_MOUSE,1135-MRL_12,218071.0
276,AHSA1_MOUSE,1135-MRL_12,117478.0
277,NECP1_MOUSE,1135-MRL_12,0.0
278,VIGLN_MOUSE,1135-MRL_12,0.0
279,SAHH2_MOUSE,1135-MRL_12,216485.0
280,SEPT5_MOUSE,1135-MRL_12,138097.0
281,RAB5B_MOUSE,1135-MRL_12,0.0
282,MA6D1_MOUSE,1135-MRL_12,0.0
283,RS5_MOUSE,1135-MRL_12,0.0
284,RL7A_MOUSE,1135-MRL_12,82533.4
285,MIRO1-3_MOUSE;MIRO1-4_MOUSE,1135-MRL_12,0.0
286,USO1_MOUSE,1135-MRL_12,0.0
287,RAB5A_MOUSE,1135-MRL_12,0.0
288,HS90A_MOUSE,1135-MRL_12,178355.0
289,RS25_MOUSE,1135-MRL_12,0.0
290,VATH_MOUSE,1135-MRL_12,0.0
291,CAPS1_MOUSE,1135-MRL_12,73940.6
292,VISL1_MOUSE,1135-MRL_12,0.0
293,MARE3_MOUSE,1135-MRL_12,0.0
294,RAC1_MOUSE,1135-MRL_12,0.0
295,1433T-2_MOUSE;1433T_MOUSE,1135-MRL_12,0.0
296,TECR_MOUSE,1135-MRL_12,0.0
297,GRIA2-4_MOUSE,1135-MRL_12,0.0
298,HACD3_MOUSE,1135-MRL_12,0.0
299,GLPK-1_MOUSE;GLPK-2_MOUSE;GLPK_MOUSE,1135-MRL_12,0.0
300,PITM1_MOUSE,1135-MRL_12,0.0
301,RL7_MOUSE,1135-MRL_12,44956.7
302,CDC42-1_MOUSE,1135-MRL_12,0.0
303,LYRIC_MOUSE,1135-MRL_12,417586.0
304,GBB2_MOUSE,1135-MRL_12,0.0
305,SNP47_MOUSE,1135-MRL_12,101694.0
306,PITM2-2_MOUSE;PITM2_MOUSE,1135-MRL_12,0.0
307,ANXA7_MOUSE,1135-MRL_12,0.0
308,LMTK3_MOUSE,1135-MRL_12,0.0
309,DCTN1_MOUSE,1135-MRL_12,50112.8
310,IF4G3-3_MOUSE;IF4G3_MOUSE,1135-MRL_12,0.0
311,CLAP1-2_MOUSE,1135-MRL_12,0.0
312,RL24_MOUSE,1135-MRL_12,878803.0
313,UBF1-2_MOUSE;UBF1_MOUSE,1135-MRL_12,3514620.0
314,ITSN2_MOUSE,1135-MRL_12,0.0
315,TTC3-2_MOUSE;TTC3-3_MOUSE;TTC3-6_MOUSE;TTC3_MOUSE,1135-MRL_12,0.0
316,KCRB_MOUSE,1135-MRL_12,113464.0
317,TAU_MOUSE,1135-MRL_12,384255.0
318,GIT1_MOUSE,1135-MRL_12,184457.0
319,CCSAP_MOUSE,1135-MRL_12,0.0
320,1433E_MOUSE,1135-MRL_12,0.0
321,GAK_MOUSE,1135-MRL_12,0.0
322,ATPG_MOUSE,1135-MRL_12,0.0
323,RL10A_MOUSE,1135-MRL_12,0.0
324,CDK5_MOUSE,1135-MRL_12,193027.0
325,GNAZ_MOUSE,1135-MRL_12,0.0
326,C2C2L_MOUSE,1135-MRL_12,0.0
327,VIME_MOUSE,1135-MRL_12,1433990.0
328,SYPH_MOUSE,1135-MRL_12,0.0
329,1433F_MOUSE,1135-MRL_12,0.0
330,WDR7_MOUSE,1135-MRL_12,91879.3
331,GNAI2_MOUSE,1135-MRL_12,1653410.0
332,COPA_MOUSE,1135-MRL_12,0.0
333,SYDC_MOUSE,1135-MRL_12,0.0
334,ACBG1_MOUSE,1135-MRL_12,0.0
335,SNG1-2_MOUSE;SNG1_MOUSE,1135-MRL_12,0.0
336,GPM6A_MOUSE,1135-MRL_12,0.0
337,FKB15_MOUSE,1135-MRL_12,0.0
338,KAP1_MOUSE,1135-MRL_12,0.0
339,NUMBL_MOUSE,1135-MRL_12,0.0
340,GRIN1_MOUSE,1135-MRL_12,371428.0
341,ATCAY_MOUSE,1135-MRL_12,0.0
342,A0A571BG59_MOUSE;A0A5F8MPH8_MOUSE;E9Q2T3_MOUSE;O35452_MOUSE,1135-MRL_12,0.0
343,ZDH17-2_MOUSE;ZDH17_MOUSE,1135-MRL_12,0.0
344,A3KGU9_MOUSE;E9Q447_MOUSE,1135-MRL_12,260154.0
345,DNJA2_MOUSE,1135-MRL_12,76850.8
346,CHM4B_MOUSE,1135-MRL_12,261489.0
347,NAC2-2_MOUSE;NAC2_MOUSE,1135-MRL_12,0.0
348,PICAL-5_MOUSE,1135-MRL_12,0.0
349,RAB5C_MOUSE,1135-MRL_12,0.0
350,COR1C_MOUSE,1135-MRL_12,316091.0
351,VGLU1_MOUSE,1135-MRL_12,96142.7
352,HS12A_MOUSE,1135-MRL_12,233393.0
353,IQEC2_MOUSE,1135-MRL_12,500840.0
354,RIMS1-3_MOUSE;RIMS1_MOUSE,1135-MRL_12,322007.0
355,DYL1_MOUSE,1135-MRL_12,0.0
356,ADDA_MOUSE,1135-MRL_12,211528.0
357,VPP1-2_MOUSE;VPP1-3_MOUSE;VPP1_MOUSE,1135-MRL_12,0.0
358,AMPH_MOUSE,1135-MRL_12,101705.0
359,ENPL_MOUSE,1135-MRL_12,0.0
360,SNX12_MOUSE,1135-MRL_12,0.0
361,FKBP8-2_MOUSE,1135-MRL_12,0.0
362,PRDX2_MOUSE,1135-MRL_12,1034360.0
363,SCPDL_MOUSE,1135-MRL_12,0.0
364,UBE2O_MOUSE,1135-MRL_12,0.0
365,BIN1_MOUSE,1135-MRL_12,157059.0
366,PDC6I_MOUSE,1135-MRL_12,46572.6
367,DLGP3_MOUSE,1135-MRL_12,439956.0
368,TBA8_MOUSE,1135-MRL_12,0.0
369,SNAG_MOUSE,1135-MRL_12,0.0
370,AGAP2_MOUSE,1135-MRL_12,172251.0
371,HNRPM-2_MOUSE;HNRPM_MOUSE,1135-MRL_12,167919.0
372,GNAI1_MOUSE,1135-MRL_12,0.0
373,CKAP5-3_MOUSE;CKAP5_MOUSE,1135-MRL_12,0.0
374,LONM_MOUSE,1135-MRL_12,0.0
375,CISD2_MOUSE,1135-MRL_12,0.0
376,VPS16_MOUSE,1135-MRL_12,2141430.0
377,MTCH1-2_MOUSE;MTCH1_MOUSE,1135-MRL_12,0.0
378,NMDZ1_MOUSE,1135-MRL_12,241964.0
379,MIC26-2_MOUSE;MIC26-3_MOUSE;MIC26_MOUSE,1135-MRL_12,0.0
380,DLGP1_MOUSE,1135-MRL_12,430679.0
381,MIC25_MOUSE,1135-MRL_12,0.0
382,A0A338P769_MOUSE,1135-MRL_12,63170.3
383,DLDH_MOUSE,1135-MRL_12,0.0
384,RAB2A_MOUSE,1135-MRL_12,0.0
385,SHLB2-1_MOUSE;SHLB2_MOUSE,1135-MRL_12,0.0
386,SMAP2_MOUSE,1135-MRL_12,0.0
387,H2AY-2_MOUSE;H2AY_MOUSE,1135-MRL_12,303273.0
388,SPKAP-2_MOUSE;SPKAP-3_MOUSE;SPKAP_MOUSE,1135-MRL_12,0.0
389,VA0D1_MOUSE,1135-MRL_12,0.0
390,GDAP1_MOUSE,1135-MRL_12,0.0
391,SNAA_MOUSE,1135-MRL_12,0.0
392,SOGA3_MOUSE,1135-MRL_12,0.0
393,ERC2_MOUSE,1135-MRL_12,257713.0
394,A2AN42_MOUSE;A2AN45_MOUSE;E9PUQ5_MOUSE,1135-MRL_12,1541410.0
395,E9Q8N8_MOUSE,1135-MRL_12,0.0
396,S27A4_MOUSE,1135-MRL_12,0.0
397,RENT1_MOUSE,1135-MRL_12,87112.2
398,RS28_MOUSE,1135-MRL_12,0.0
399,DCE1_MOUSE,1135-MRL_12,228610.0
400,DREB_MOUSE,1135-MRL_12,475217.0
401,THY1_MOUSE,1135-MRL_12,445578.0
402,E9PVZ8_MOUSE,1135-MRL_12,0.0
403,SPR1A_MOUSE,1135-MRL_12,3386650.0
404,GPX4-2_MOUSE;GPX4-3_MOUSE;GPX4_MOUSE,1135-MRL_12,0.0
405,ROA3_MOUSE,1135-MRL_12,0.0
406,PAK1_MOUSE,1135-MRL_12,0.0
407,CC136-2_MOUSE;CC136_MOUSE,1135-MRL_12,0.0
408,SHAN2-2_MOUSE,1135-MRL_12,272777.0
409,RS20_MOUSE,1135-MRL_12,51371.7
410,ARF4_MOUSE,1135-MRL_12,0.0
411,SYEP_MOUSE,1135-MRL_12,0.0
412,COR1A_MOUSE,1135-MRL_12,0.0
413,BAIP2-2_MOUSE,1135-MRL_12,0.0
414,MACF1_MOUSE,1135-MRL_12,207182.0
415,E9PX29_MOUSE,1135-MRL_12,144199.0
416,RL38_MOUSE,1135-MRL_12,0.0
417,SC23A_MOUSE,1135-MRL_12,0.0
418,ATPK_MOUSE,1135-MRL_12,0.0
419,HIP1R_MOUSE,1135-MRL_12,0.0
420,LIPA3_MOUSE,1135-MRL_12,1079260.0
421,MARC2_MOUSE,1135-MRL_12,0.0
422,RL35A_MOUSE,1135-MRL_12,0.0
423,HPCA_MOUSE,1135-MRL_12,0.0
424,KCNC3_MOUSE,1135-MRL_12,122797.0
425,IGH1M_MOUSE;IGHG1_MOUSE,1135-MRL_12,2035010.0
426,VATE1_MOUSE,1135-MRL_12,0.0
427,PROF2-3_MOUSE;PROF2_MOUSE,1135-MRL_12,0.0
428,LMNA_MOUSE,1135-MRL_12,448058.0
429,MY18A-6_MOUSE,1135-MRL_12,186447.0
430,AT5F1_MOUSE,1135-MRL_12,0.0
431,YKT6_MOUSE,1135-MRL_12,0.0
432,DLG1_MOUSE,1135-MRL_12,114096.0
433,KPCB-2_MOUSE,1135-MRL_12,0.0
434,CDS2_MOUSE,1135-MRL_12,0.0
435,PHAR1_MOUSE,1135-MRL_12,205933.0
436,RAB3D_MOUSE,1135-MRL_12,0.0
437,GOGA2-2_MOUSE;GOGA2_MOUSE,1135-MRL_12,0.0
438,KCD16_MOUSE,1135-MRL_12,156101.0
439,SEPT8-2_MOUSE;SEPT8_MOUSE,1135-MRL_12,35969.5
440,PDE1B_MOUSE,1135-MRL_12,0.0
441,E9Q5M4_MOUSE,1135-MRL_12,0.0
442,SEP11-2_MOUSE;SEP11-3_MOUSE;SEP11_MOUSE,1135-MRL_12,0.0
443,AGO2_MOUSE,1135-MRL_12,0.0
444,EF1D-3_MOUSE,1135-MRL_12,0.0
445,DCLK1_MOUSE,1135-MRL_12,240190.0
446,TMX4_MOUSE,1135-MRL_12,0.0
447,F120C_MOUSE,1135-MRL_12,0.0
448,PRDX1_MOUSE,1135-MRL_12,482475.0
449,EHD3_MOUSE,1135-MRL_12,0.0
450,COPG1_MOUSE,1135-MRL_12,0.0
451,RL21_MOUSE,1135-MRL_12,0.0
452,RFIP5_MOUSE,1135-MRL_12,0.0
453,RRBP1_MOUSE,1135-MRL_12,0.0
454,TRAP1_MOUSE,1135-MRL_12,8389.48
455,DC1L1_MOUSE,1135-MRL_12,0.0
456,SNG3_MOUSE,1135-MRL_12,321831.0
457,OTUB1_MOUSE,1135-MRL_12,0.0
458,MOBP_MOUSE,1135-MRL_12,811882.0
459,THOC7_MOUSE,1135-MRL_12,75909.0
460,ODPX_MOUSE,1135-MRL_12,0.0
461,BCAS1_MOUSE,1135-MRL_12,0.0
462,MFN2_MOUSE,1135-MRL_12,98505.1
463,NDUA4_MOUSE,1135-MRL_12,0.0
464,CTNB1_MOUSE,1135-MRL_12,113210.0
465,MARK1_MOUSE,1135-MRL_12,0.0
466,DCTN2_MOUSE,1135-MRL_12,269848.0
467,ACON_MOUSE,1135-MRL_12,101390.0
